time,seconds_elapsed,magneticBearing
1749659409060088600,0.235088623046875,42.89834550009564
1749659409070089500,0.24508935546875,41.633538028104816
1749659409080089600,0.255089599609375,41.1120896274224
1749659409090089500,0.26508935546875,40.236358658197915
1749659409100089600,0.275089599609375,39.340519330957164
1749659409110089500,0.28508935546875,37.63194987694589
1749659409120089600,0.295089599609375,36.23487192305588
1749659409130089500,0.30508935546875,35.166437031256386
1749659409140089600,0.315089599609375,35.53767682039697
1749659409150089500,0.32508935546875,36.797645248509234
1749659409160089600,0.335089599609375,37.01988730797016
1749659409170089500,0.34508935546875,36.79529506293423
1749659409180089600,0.355089599609375,38.42807709755998
1749659409190089500,0.36508935546875,38.601042960215615
1749659409200089600,0.375089599609375,38.04704456033094
1749659409210089500,0.38508935546875,40.33314365378609
1749659409220089600,0.395089599609375,39.09385995763174
1749659409230089500,0.40508935546875,36.416380144423485
1749659409240089600,0.415089599609375,37.775684661554784
1749659409250089500,0.42508935546875,36.9455866859243
1749659409260089600,0.435089599609375,37.76762110696971
1749659409270089500,0.44508935546875,38.46336549776456
1749659409280089600,0.455089599609375,39.472460161296375
1749659409290089500,0.46508935546875,36.528853652883924
1749659409300089600,0.475089599609375,34.85445541943865
1749659409310089500,0.48508935546875,37.13597495900152
1749659409320089600,0.495089599609375,35.53767902263914
1749659409330089500,0.50508935546875,34.88604767368941
1749659409340089600,0.515089599609375,34.88604767368941
1749659409350089500,0.52508935546875,30.165007407907204
1749659409360089600,0.535089599609375,29.908427388391406
1749659409370089500,0.54508935546875,25.91888447716088
1749659409380089600,0.555089599609375,27.710812922859784
1749659409390089500,0.56508935546875,30.256437458442456
1749659409400089600,0.575089599609375,28.767649036176618
1749659409410089500,0.58508935546875,34.38034463793053
1749659409420089600,0.595089599609375,30.113733287272755
1749659409430089500,0.60508935546875,28.194979438377267
1749659409440089600,0.615089599609375,30.876814540673536
1749659409450089500,0.62508935546875,29.232816581971278
1749659409460089600,0.635089599609375,29.74488151585855
1749659409470088700,0.645088623046875,31.263732012652795
1749659409480088000,0.655088134765625,27.336664133247464
1749659409490087700,0.665087646484375,25.253164587967497
1749659409500087300,0.67508740234375,25.89364761946466
1749659409510086700,0.685086669921875,25.50413879997037
1749659409520086300,0.695086181640625,26.131000936915022
1749659409530086100,0.705086181640625,30.560840599508815
1749659409540086300,0.715086181640625,25.277721756745436
1749659409550086100,0.725086181640625,27.8972715437246
1749659409560086300,0.735086181640625,28.10135162324112
1749659409570086100,0.745086181640625,26.11391305373704
1749659409580086300,0.755086181640625,26.33768838119456
1749659409590086100,0.765086181640625,23.412115106647814
1749659409600086300,0.775086181640625,21.077495192437755
1749659409610086400,0.78508642578125,22.619864611246076
1749659409620086300,0.795086181640625,27.061105668176378
1749659409630086100,0.805086181640625,23.600190823012575
1749659409640086300,0.815086181640625,24.567171371844392
1749659409650086400,0.82508642578125,17.835016081500992
1749659409660086300,0.835086181640625,15.292987349822598
1749659409670086400,0.84508642578125,14.243460383704326
1749659409680086300,0.855086181640625,13.744911017356888
1749659409690086400,0.86508642578125,16.660867696908454
1749659409700086300,0.875086181640625,16.294047828938066
1749659409720086500,0.89508642578125,15.77194890463877
1749659409730086000,0.9050859375,16.113418751942955
1749659409740085800,0.915085693359375,16.11341875194296
1749659409750086000,0.9250859375,15.945395674832517
1749659409760085800,0.935085693359375,19.76716902137778
1749659409770086700,0.945086669921875,15.826153239956165
1749659409780087600,0.955087646484375,16.294047828938066
1749659409790087400,0.96508740234375,14.958636048954963
1749659409800087300,0.97508740234375,12.765566124715944
1749659409810087200,0.985087158203125,14.484734034610794
1749659409820087800,0.995087890625,11.618523646861517
1749659409830087700,1.005087646484375,8.746162385932909
1749659409840087300,1.01508740234375,7.2632446113839695
1749659409850087400,1.02508740234375,5.815626220389197
1749659409860087300,1.03508740234375,10.091057270587207
1749659409870087400,1.04508740234375,10.762537545816759
1749659409880087300,1.05508740234375,12.575466013070578
1749659409890087400,1.06508740234375,16.06639945879232
1749659409900087300,1.07508740234375,16.69924353774598
1749659409910087400,1.08508740234375,16.927513221706203
1749659409920087300,1.09508740234375,16.79837228270583
1749659409930087400,1.10508740234375,14.15341341333997
1749659409940086800,1.115086669921875,9.845822624479055
1749659409950086000,1.1250859375,5.483590209846783
1749659409960084700,1.135084716796875,6.599917001095054
1749659409970084900,1.1450849609375,2.9866370269584706
1749659409980084200,1.155084228515625,6.562698526534698
1749659409990084400,1.16508447265625,12.13132088606035
1749659410000083700,1.175083740234375,9.050721398961187
1749659410010083800,1.185083740234375,9.130176128419539
1749659410020083000,1.1950830078125,6.940983594140954
1749659410040083200,1.215083251953125,359.5379472924499
1749659410080080600,1.25508056640625,5.339236424249778
1749659410090081500,1.26508154296875,5.290080876364085
1749659410100082200,1.275082275390625,5.147884636257063
1749659410110082800,1.285082763671875,2.2025981932936367
1749659410120082400,1.29508251953125,358.3939970988919
1749659410130082600,1.30508251953125,358.9583733322193
1749659410140083000,1.3150830078125,357.95459149298597
1749659410150083000,1.3250830078125,355.9143831839095
1749659410160083000,1.3350830078125,355.11479770844534
1749659410170083000,1.3450830078125,348.13560933314864
1749659410180083000,1.3550830078125,344.96956944015363
1749659410190083000,1.3650830078125,345.4832995308585
1749659410200083000,1.3750830078125,346.21840253499147
1749659410210083000,1.3850830078125,353.9041385933235
1749659410220083000,1.3950830078125,353.88449650549046
1749659410230083000,1.4050830078125,357.0133629730415
1749659410240083700,1.415083740234375,358.99491396957046
1749659410250084600,1.425084716796875,353.4943732851411
1749659410260084700,1.435084716796875,353.4943732851411
1749659410270084000,1.445083984375,350.62790720785586
1749659410280084700,1.455084716796875,348.2543665533182
1749659410290084900,1.4650849609375,353.1572268791424
1749659410300085200,1.475085205078125,356.49646829026733
1749659410310085000,1.485085205078125,351.8698974019087
1749659410320085500,1.49508544921875,355.829563426011
1749659410330085400,1.50508544921875,353.8627443304825
1749659410340085800,1.515085693359375,351.06043473739606
1749659410350086400,1.52508642578125,350.99149672038914
1749659410360086500,1.53508642578125,345.4397248662783
1749659410370087200,1.545087158203125,342.2553290908958
1749659410380087800,1.555087890625,342.03086120032947
1749659410390088000,1.565087890625,343.8724248907602
1749659410400087800,1.575087890625,342.3498754597045
1749659410410088000,1.585087890625,340.7693275694513
1749659410420087300,1.59508740234375,341.13099964665923
1749659410430087200,1.605087158203125,340.20112359172794
1749659410440087000,1.615087158203125,338.96248877898284
1749659410450087200,1.625087158203125,340.5234246816414
1749659410460087300,1.63508740234375,335.35322953854387
1749659410470087200,1.645087158203125,337.8548202786861
1749659410480087300,1.65508740234375,340.74070832677967
1749659410490087200,1.665087158203125,343.8556618016283
1749659410500087300,1.67508740234375,344.8047511823275
1749659410510087200,1.685087158203125,343.4956381875899
