time,seconds_elapsed,bearingAccuracy,speedAccuracy,verticalAccuracy,horizontalAccuracy,speed,bearing,altitude,longitude,latitude
1749659557533436200,148.70843627929688,1,0.046002745628356934,1.577797770500183,4,11.747130393981934,193.00059509277344,274.02156999310756,19.4213076,49.9988741
1749659558530537500,149.70553735351564,1,0.04599234461784363,1.5769504308700562,4,10.905298233032227,193.99993896484375,273.88024337494033,19.4212701,49.9987785
1749659559533631200,150.70863134765625,1,0.0460069365799427,1.5775688886642456,4,9.519939422607422,195.0003204345703,274.15432590039876,19.4212336,49.9986938
1749659560526473000,151.70147290039063,1,0.07688692212104797,1.5782192945480347,4,7.8559250831604,196.00025939941406,274.17604082725506,19.4212014,49.9986243
1749659561540030500,152.71503051757813,1,0.06590966135263443,1.5796139240264893,4,6.373961448669434,197.0001983642578,273.2802500328192,19.4211735,49.9985675
1749659562524412400,153.6994123535156,3.2948343753814697,0.0807102620601654,1.5793571472167969,4,4.953506946563721,197.005126953125,271.60219910669474,19.4211514,49.9985251
1749659563522974700,154.697974609375,4.030973434448242,0.04852016270160675,1.57902991771698,4,3.1725871562957764,201.00234985351562,271.35671020492873,19.4211346,49.9984977
1749659564510477600,155.6854775390625,9.52063274383545,0.05414284020662308,1.5790760517120361,4,1.3766099214553833,205.00999450683594,270.75331087067985,19.4211248,49.9984861
1749659564882000000,156.05699975585938,45,1.5,1.591518521308899,6.47599983215332,1.3765822649002075,205.0093231201172,270.61776715166843,19.4211224,49.998483
1749659565534412300,156.70941235351563,17.68587303161621,0.05461939424276352,1.5906676054000854,6.47599983215332,0.5079271197319031,208.00550842285156,271.1838175147923,19.4211212,49.9984834
1749659566531241200,157.7062412109375,13.508648872375488,0.05295452103018761,1.605855941772461,6.122000217437744,0.3828672170639038,210.00009155273438,270.71032299701534,19.4211188,49.9984813
1749659567522182100,158.69718212890626,0,0.06051954627037048,1.6129987239837646,6.122000217437744,0.000016656207662890665,0,270.65696236107635,19.4211185,49.9984812
1749659568531344100,159.70634423828125,0,0.05849837884306908,1.616371750831604,6.47599983215332,6.344370584443482e-10,0,270.65696236107635,19.4211189,49.9984816
1749659569529433900,160.70443383789063,10.723124504089355,0.05234099179506302,1.6201356649398804,6.47599983215332,0.7192202210426331,208.99647521972656,270.64770162414493,19.4211114,49.9984756
1749659570527438000,161.70243798828125,13.043865203857422,0.03359846770763397,1.6290996074676514,4,2.719449281692505,219.965087890625,270.73094502195596,19.4210888,49.9984583
1749659571523343600,162.69834350585938,4.716329097747803,0.20444950461387634,1.6384154558181763,4,5.8520426750183105,238.99815368652344,271.1893003607972,19.4210422,49.9984294
1749659572548030500,163.72303051757814,4.850130558013916,0.036223698407411575,1.6538503170013428,4,6.618180751800537,250.9639434814453,271.7694250735848,19.4209451,49.9984036
1749659573526300200,164.70130004882813,10,0.03659937158226967,1.6618469953536987,4,7.678439140319824,261.7520751953125,272.5464902598204,19.4208335,49.9983965
1749659574532248600,165.70724853515625,10,0.04686993733048439,1.668650507926941,4,8.785242080688477,277.4426574707031,272.9798840361233,19.4207071,49.9984062
1749659575529616400,166.70461645507814,10,0.051185257732868195,1.670157551765442,4,9.362977027893066,287.6089172363281,273.2061968555686,19.42058,49.9984345
1749659576521296400,167.69629638671876,10,0.04726189002394676,1.6767019033432007,4,9.719948768615723,287.9659423828125,273.33430109112885,19.4204508,49.9984642
1749659577520418800,168.6954187011719,10,0.04480371251702309,1.6850714683532715,4,9.897778511047363,285.11029052734375,273.2787890214322,19.4203188,49.9984892
1749659578539073500,169.71407348632812,10,0.04008576646447182,1.695961356163025,4,10.116720199584961,283.0758972167969,273.33430109112885,19.4201814,49.9985094
1749659579520304600,170.6953046875,10,0.044063229113817215,1.7049142122268677,4,10.552279472351074,280.12799072265625,273.50504077599044,19.4200382,49.9985267
1749659580522397400,171.6973974609375,10,0.044230274856090546,1.712526559829712,4,11.119443893432617,280.92547607421875,274.91648415550037,19.4198861,49.9985447
1749659581530680800,172.70568090820314,1,0.046357881277799606,1.7150951623916626,4,11.901304244995117,280.9995422363281,274.90956857455865,19.4197231,49.9985659
1749659582523979800,173.6989797363281,2.2754483222961426,0.050139330327510834,1.7268048524856567,4,12.783252716064453,280.99688720703125,274.92665269781355,19.4195484,49.9985893
1749659583530668500,174.70566845703124,1,0.038979578763246536,1.7308036088943481,4,13.182596206665039,281.9988708496094,274.9079421978065,19.419366,49.9986141
1749659584534080500,175.70908056640624,1,0.04655136168003082,1.7434141635894775,4,13.436391830444336,281.99981689453125,274.649551987652,19.419183,49.9986403
1749659585511645200,176.68664526367186,2.0322916507720947,0.04048457741737366,1.7562811374664307,4,13.823227882385254,282.99481201171875,274.44882445518954,19.4189966,49.9986685
1749659586517880000,177.69288012695313,2.8921871185302734,0.16986501216888428,1.7650580406188965,4.333000183105469,14.38322639465332,284.9801330566406,274.2692662846832,19.4188057,49.998698
1749659587524309200,178.69930932617189,1.8698991537094116,0.05048925429582596,1.7715564966201782,4.800000190734863,14.79668140411377,285.9951171875,274.386710985123,19.4186089,49.9987359
1749659588522706400,179.69770654296875,1,0.14076824486255646,1.7774152755737305,5,15.092142105102539,288.9966125488281,275.3177839122592,19.4184118,49.9987767
1749659589531981600,180.70698168945313,1,0.0531742200255394,1.784254550933838,5.333000183105469,15.243200302124023,288.9998474121094,275.90723080737723,19.4182122,49.998822
1749659590517359000,181.6923591308594,1,0.043832894414663315,1.784242033958435,5.599999904632568,15.524834632873535,288.0007629394531,276.39240330181434,19.4180103,49.9988663
1749659591511289900,182.68628979492186,1,0.04209540784358978,1.793006420135498,5.333000183105469,15.730997085571289,288.9986877441406,277.12839914933784,19.4178039,49.998912
1749659592521537500,183.69653759765626,1,0.05865097418427467,1.806662917137146,5,16.005903244018555,288.99969482421875,277.13095638025925,19.4175922,49.9989601
